False	0	267.234375	0.0
False	15	261.28125	1627.25
False	15	262.359375	1615.0
False	0	270.515625	0.0
False	0	271.609375	0.0
False	15	265.640625	0.0
False	4	266.734375	1643.0
False	15	267.796875	1644.0
False	0	276.0	0.0
False	0	277.109375	0.0
False	0	278.21875	0.0
False	15	271.5625	6094.5
False	15	272.765625	4537.0
False	15	273.859375	4465.5
False	15	274.984375	4581.5
False	15	276.078125	4640.25
False	15	277.15625	4729.5
False	15	278.28125	4724.75
False	0	287.046875	0.0
False	15	281.90625	0.0
False	15	282.875	867.5
False	15	284.03125	880.75
False	15	285.125	898.75
False	15	286.171875	912.5
False	15	287.203125	933.0
False	15	288.296875	951.25
False	15	289.390625	970.75
False	15	290.453125	991.75
False	15	291.53125	1012.75
False	15	292.609375	1039.75
False	15	293.578125	1063.75
False	15	294.640625	1090.5
False	15	295.71875	1120.0
False	15	296.78125	1151.5
False	15	297.921875	1183.5
False	15	298.890625	1221.5
False	15	300.109375	1246.0
False	0	308.015625	0.0
False	15	302.234375	1334.75
False	15	310.28125	0.0
False	15	306.625	462.75
False	15	309.9375	297.75
False	15	308.921875	419.75
False	15	309.921875	0.0
False	15	311.234375	411.75
False	15	312.625	411.25
False	15	313.375	411.25
False	15	314.609375	414.75
False	15	315.53125	418.75
False	15	316.96875	422.0
False	15	317.875	421.75
False	15	323.5	0.0
False	15	319.875	460.5
False	0	325.6875	0.0
False	7	321.0	0.0
False	15	322.546875	568.0
False	8	323.5625	578.75
False	15	324.453125	591.75
False	15	325.703125	599.5
False	9	326.734375	613.25
False	15	327.828125	628.0
False	15	328.875	622.25
False	12	329.796875	659.75
False	15	330.921875	667.75
False	15	331.90625	674.0
False	15	332.921875	689.75
False	15	334.03125	696.5
False	15	335.171875	693.25
False	15	336.1875	699.5
False	15	337.390625	0.0
False	15	338.671875	659.5
False	15	339.59375	667.0
False	15	340.890625	658.0
False	0	347.6875	0.0
False	0	348.78125	0.0
False	0	349.890625	0.0
False	0	350.984375	0.0
False	0	352.09375	0.0
False	0	353.1875	0.0
False	0	354.296875	0.0
False	0	355.390625	0.0
False	0	356.5	0.0
False	0	357.59375	0.0
False	0	358.703125	0.0
True	0	359.796875	0.0
False	0	0.890625	0.0
False	0	2.015625	0.0
False	15	356.734375	888.75
False	13	357.828125	876.0
False	15	358.984375	869.75
False	15	0.03125	887.0
False	15	1.171875	859.75
False	15	2.25	863.75
False	15	3.421875	866.25
False	12	4.546875	851.25
False	14	5.703125	831.75
False	12	6.875	810.0
False	15	7.9375	793.5
False	15	9.171875	782.5
False	15	10.265625	769.0
False	15	11.296875	759.0
False	15	12.546875	750.75
False	15	13.625	742.0
False	15	14.734375	739.75
False	15	15.90625	733.5
False	15	16.96875	735.0
False	15	18.09375	733.75
False	15	19.15625	732.0
False	15	20.34375	730.5
False	15	21.359375	734.0
False	15	22.5	730.0
False	15	23.59375	722.75
False	15	24.75	719.25
False	15	25.921875	718.25
False	15	27.15625	682.0
False	15	28.28125	668.0
False	15	29.390625	664.0
False	15	30.484375	661.75
False	15	31.578125	661.75
False	14	32.59375	692.0
False	15	33.734375	699.25
False	0	40.65625	0.0
False	0	41.75	0.0
False	15	35.828125	1501.25
False	15	36.90625	1487.0
False	15	38.03125	1475.5
False	15	39.140625	1462.75
False	15	40.203125	1450.5
False	15	41.34375	1440.0
False	0	49.390625	0.0
False	15	43.5625	1420.75
False	12	44.65625	1405.5
False	15	45.71875	1402.75
False	15	46.875	1395.0
False	15	47.9375	1389.25
False	0	56.0	0.0
False	15	50.1875	1362.75
False	15	51.3125	1368.5
False	15	52.359375	1361.5
False	15	53.5	1358.75
False	15	54.640625	1357.25
False	6	55.6875	1356.25
False	10	56.8125	1360.0
False	4	57.46875	0.0
False	15	58.984375	1477.25
False	15	60.78125	0.0
False	12	60.75	0.0
False	15	62.90625	855.75
False	15	62.96875	2405.75
False	6	64.078125	0.0
False	15	65.171875	2397.5
False	15	66.296875	2383.25
False	15	67.421875	2392.25
False	15	68.46875	2402.25
False	0	76.953125	0.0
False	9	70.6875	2366.0
False	0	79.15625	0.0
False	15	72.703125	3516.5
False	15	73.8125	3520.5
False	15	74.921875	3549.75
False	15	76.0	3592.5
False	15	77.109375	3585.5
False	15	78.125	0.0
False	15	79.21875	0.0
False	15	80.328125	4548.75
False	15	81.828125	2061.75
False	3	83.0	2073.0
False	0	91.359375	0.0
False	9	86.046875	0.0
False	15	87.171875	895.75
False	0	94.671875	0.0
False	0	95.78125	0.0
False	0	96.890625	0.0
False	0	98.0	0.0
False	0	99.109375	0.0
False	0	100.21875	0.0
False	0	101.3125	0.0
False	0	102.421875	0.0
False	0	103.515625	0.0
False	15	103.5625	0.0
False	15	105.546875	177.5
False	15	106.65625	174.5
False	15	107.765625	174.75
False	15	108.875	175.75
False	15	109.96875	178.25
False	15	111.078125	179.5
False	15	112.1875	180.75
False	15	113.296875	182.75
False	15	114.359375	184.5
False	15	115.484375	186.5
False	15	116.578125	188.75
False	15	117.6875	191.0
False	15	118.78125	194.0
False	15	119.890625	196.25
False	15	121.0	197.5
